species,long,lat
Cercopithecus_diana_0,-8.678796,5.393673
Cercopithecus_diana_0,-8.40953,5.352991
Cercopithecus_diana_0,-8.387042,5.368157
Cercopithecus_diana_0,-8.74693,5.383736
Cercopithecus_diana_0,-8.515992,5.459114
Cercopithecus_diana_0,-8.418977,5.515928
Cercopithecus_diana_0,-8.445992,5.541283
Cercopithecus_diana_0,-8.311297,5.410673
Cercopithecus_diana_0,-8.305973,5.441206
Cercopithecus_diana_0,-8.287843,5.460597
Cercopithecus_diana_0,-8.351977,5.445771
Cercopithecus_diana_0,-8.539415,5.484742
Cercopithecus_diana_0,-8.561419,5.504371
Cercopithecus_diana_0,-7.300575,5.974523
Cercopithecus_diana_0,-9.736,8.032
Cercopithecus_diana_0,-7.732,5.403
Cercopithecus_diana_0,-8.834,7.496
Cercopithecus_diana_0,-7.316,4.9
Cercopithecus_diana_0,-7.788,6.174
Cercopithecus_diana_0,-8.906,8.531
Cercopithecus_diana_0,-8.937,8.525
Cercopithecus_diana_0,-8.13,6.22
Cercopithecus_diana_0,-7.37,5.35
Cercopithecus_diana_0,-11.31472,7.77194
Cercopithecus_diana_0,-6.6667,6.8
Cercopithecus_diana_0,-7.4667,6.6667
Cercopithecus_diana_0,-11.4667,7.5167
Cercopithecus_diana_0,-11.1167,9.2167
Cercopithecus_diana_0,-11.5,8.5
Cercopithecus_hamlyni_0,25.55,0.46667
Cercopithecus_hamlyni_0,25.2,0.5
Cercopithecus_lhoesti_0,30.478622,0.508124
Cercopithecus_lhoesti_0,29.641685,-0.831911
Cercopithecus_lhoesti_0,29.842966,-1.094131
Cercopithecus_lhoesti_0,29.180127,-2.474436
Cercopithecus_lhoesti_0,29.698792,-1.049822
Cercopithecus_lhoesti_0,29.99104,-1.0253
Cercopithecus_lhoesti_0,29.797854,-1.093763
Cercopithecus_lhoesti_0,29.613349,-1.067913
Cercopithecus_lhoesti_0,29.697269,-1.001439
Cercopithecus_lhoesti_0,29.365314,-2.522442
Cercopithecus_lhoesti_0,30.445869,0.495641
Cercopithecus_lhoesti_0,29.626059,-1.04877
Cercopithecus_lhoesti_0,29.103813,-2.447833
Cercopithecus_lhoesti_0,30.315399,0.456943
Cercopithecus_lhoesti_0,29.674413,-0.90302
Cercopithecus_lhoesti_0,29.205702,-2.419972
Cercopithecus_lhoesti_0,29.641797,-0.8871
Cercopithecus_lhoesti_0,29.732179,-1.193276
Cercopithecus_lhoesti_0,29.752438,-0.96655
Cercopithecus_lhoesti_0,29.388503,-2.595869
Cercopithecus_lhoesti_0,29.20342,-2.557911
Cercopithecus_lhoesti_0,29.681846,-1.103414
Cercopithecus_lhoesti_0,29.612436,-0.844126
Cercopithecus_lhoesti_0,30.547922,-1.48095
Cercopithecus_lhoesti_0,29.042844,-2.544976
Cercopithecus_lhoesti_0,29.397375,-2.546844
Cercopithecus_lhoesti_0,29.662553,-1.162167
Cercopithecus_lhoesti_0,29.312067,-2.466471
Cercopithecus_lhoesti_0,30.0992,-0.3653
Cercopithecus_lhoesti_0,30.1047,-0.3704
Cercopithecus_lhoesti_0,30.1727,-0.3446
Cercopithecus_lhoesti_0,30.1429,-0.3538
Cercopithecus_lhoesti_0,30.1034,-0.3697
Cercopithecus_lhoesti_0,30.173,-0.3525
Cercopithecus_lhoesti_0,30.1827,-0.3333
Cercopithecus_lhoesti_0,30.1988,-0.3572
Cercopithecus_lhoesti_0,30.2317,-0.3402
Cercopithecus_lhoesti_0,30.2494,-0.3203
Cercopithecus_lhoesti_0,30.1012,-0.3667
Cercopithecus_lhoesti_0,30.0975,-0.3698
Cercopithecus_lhoesti_0,30.1041,-0.3714
Cercopithecus_lhoesti_0,30.1007,-0.3651
Cercopithecus_lhoesti_0,30.0519,-0.4219
Cercopithecus_lhoesti_0,30.0741,-0.4448
Cercopithecus_lhoesti_0,30.0517,-0.4646
Cercopithecus_lhoesti_0,30.0749,-0.3769
Cercopithecus_lhoesti_0,30.0969,-0.3742
Cercopithecus_lhoesti_0,29.9394,-0.4277
Cercopithecus_lhoesti_0,30.0295,-0.2648
Cercopithecus_lhoesti_0,30.0304,-0.405
Cercopithecus_lhoesti_0,30.0296,-0.2655
Cercopithecus_lhoesti_0,29.9622,-0.4414
Cercopithecus_lhoesti_0,30.0529,-0.4148
Cercopithecus_lhoesti_0,29.9846,-0.3257
Cercopithecus_lhoesti_0,30.0298,-0.3714
Cercopithecus_lhoesti_0,30.0072,-0.3243
Cercopithecus_lhoesti_0,30.0479,-0.4523
Cercopithecus_lhoesti_0,30.0471,-0.4528
Cercopithecus_lhoesti_0,29.708872,-0.888172
Cercopithecus_lhoesti_0,30.1068,-0.3695
Cercopithecus_lhoesti_0,30.1459,-0.3579
Cercopithecus_lhoesti_0,30.1546,-0.348
Cercopithecus_lhoesti_0,30.1452,-0.356
Cercopithecus_lhoesti_0,30.3633,0.5534
Cercopithecus_lhoesti_0,30.3633,0.5714
Cercopithecus_lhoesti_0,30.3903,0.4544
Cercopithecus_lhoesti_0,30.2643,-0.1755
Cercopithecus_lhoesti_0,30.2913,-0.1395
Cercopithecus_lhoesti_0,30.2193,-0.3555
Cercopithecus_lhoesti_0,29.8909,-0.4364
Cercopithecus_lhoesti_0,29.8549,-0.4904
Cercopithecus_lhoesti_0,30.0484,-0.4634
Cercopithecus_lhoesti_0,29.769,-1.0443
Cercopithecus_lhoesti_0,29.6169,-0.9939
Cercopithecus_lhoesti_0,29.6889,-0.9732
Cercopithecus_lhoesti_0,29.7744,-1.0407
Cercopithecus_lhoesti_0,25.55,0.46667
Cercopithecus_lhoesti_0,25.2,0.5
Cercopithecus_lhoesti_0,25.233333,0.55
Cercopithecus_lhoesti_0,30.35933,0.564864
Cercopithecus_lhoesti_0,29.766667,0.416667
Cercopithecus_lhoesti_0,29.816667,0.55
Cercopithecus_mitis_0,34.883,0.267
Cercopithecus_mitis_0,36.716671,-3.48333
Cercopithecus_mitis_0,37.567509,-5.543896
Cercopithecus_mitis_0,32.533264,-28.161611
Cercopithecus_mitis_0,35.205849,-18.038708
Cercopithecus_mitis_0,35.838236,-3.371931
Cercopithecus_mitis_0,40.015896,-3.352662
Cercopithecus_mitis_0,37.068924,-1.023519
Cercopithecus_mitis_0,38.65239,-5.100092
Cercopithecus_mitis_0,34.595947,1.043643
Cercopithecus_mitis_0,37.109413,-2.94407
Cercopithecus_mitis_0,37.262062,-3.189772
Cercopithecus_mitis_0,37.337036,-3.047268
Cercopithecus_mitis_0,38.628765,-5.101566
Cercopithecus_mitis_0,37.425461,-2.939235
Cercopithecus_mitis_0,36.862221,-3.231013
Cercopithecus_mitis_0,39.561264,-4.362679
Cercopithecus_mitis_0,37.695122,-3.315333
Cercopithecus_mitis_0,34.899445,0.219726
Cercopithecus_mitis_0,37.291718,-0.215606
Cercopithecus_mitis_0,32.238636,-27.797472
Cercopithecus_mitis_0,29.470793,-1.536295
Cercopithecus_mitis_0,35.785904,-3.476959
Cercopithecus_mitis_0,36.58333,-0.5
Cercopithecus_mitis_0,36.7,-0.1167
Cercopithecus_mitis_0,36.8167,-0.2333
Cercopithecus_mitis_0,39.95,-1.1
Cercopithecus_mitis_0,35.202103,-18.040434
Cercopithecus_mitis_0,29.798682,-1.244272
Cercopithecus_mitis_0,29.7986,-1.259236
Cercopithecus_mitis_0,29.800963,-1.24427
Cercopithecus_mitis_0,30.3633,0.5534
Cercopithecus_mitis_0,29.8283,-1.0749
Cercopithecus_mitis_0,29.9899,0.5624
Cercopithecus_mitis_0,30.4353,0.7694
Cercopithecus_mitis_0,30.3633,0.5894
Cercopithecus_mitis_0,30.0484,-0.4634
Cercopithecus_mitis_0,29.6169,-0.9939
Cercopithecus_mitis_0,29.7744,-1.0407
Cercopithecus_mitis_0,30.2193,-0.3555
Cercopithecus_mitis_0,31.5692,1.6513
Cercopithecus_mitis_0,29.9719,0.2385
Cercopithecus_mitis_0,30.1226,-0.3523
Cercopithecus_mitis_0,30.3723,0.5894
Cercopithecus_mitis_0,30.3633,0.5714
Cercopithecus_mitis_0,30.3723,0.5984
Cercopithecus_mitis_0,30.1012,-0.3667
Cercopithecus_mitis_0,31.9965,2.421
Cercopithecus_mitis_0,29.9359,0.4094
Cercopithecus_mitis_0,29.822,-1.074
Cercopithecus_mitis_0,32.2153,2.2881
Cercopithecus_mitis_0,30.0394,-0.3915
Cercopithecus_mitis_0,30.2288,-0.382
Cercopithecus_mitis_0,31.6052,1.8313
Cercopithecus_mitis_0,29.6889,-0.9732
Cercopithecus_mitis_0,31.4792,1.7143
Cercopithecus_mitis_0,30.3903,0.5534
Cercopithecus_mitis_0,30.3993,0.5534
Cercopithecus_mitis_0,29.8985,-1.0479
Cercopithecus_mitis_0,31.4972,1.6963
Cercopithecus_mitis_0,30.4353,0.7784
Cercopithecus_mitis_0,30.2702,-0.1584
Cercopithecus_mitis_0,31.5782,1.6513
Cercopithecus_mitis_0,30.5073,0.8234
Cercopithecus_mitis_0,30.3903,0.5984
Cercopithecus_mitis_0,29.591246,-23.161581
Cercopithecus_mitis_0,39.41909,-6.271796
Cercopithecus_mitis_0,30.35933,0.564864
Cercopithecus_mitis_0,34.867,0.238
Cercopithecus_mitis_0,38.596667,-5.134167
Cercopithecus_mitis_0,31.583333,-1.083333
Cercopithecus_mitis_0,40.139,-1.878
Cercopithecus_mitis_0,40.138976,-1.876464
Cercopithecus_mitis_0,37.3175,-0.154284
Cercopithecus_mitis_0,40.133056,-1.961533
Cercopithecus_mitis_0,36.678,-1.134
Cercopithecus_mitis_0,31.531389,-1.002778
Cercopithecus_mitis_0,31.033333,-24.55
Cercopithecus_mitis_0,36.764449,-1.376785
Cercopithecus_mitis_0,32.667345,-27.553536
Cercopithecus_mitis_0,35.828713,-3.382812
Cercopithecus_mitis_0,32.566667,-28.116667
Cercopithecus_mitis_0,29.77788,-1.057225
Cercopithecus_mitis_0,39.595863,-4.279088
Cercopithecus_mitis_0,39.574425,-6.35837
Cercopithecus_mitis_0,36.850891,-7.743651
Cercopithecus_mitis_0,36.683796,-1.116887
Cercopithecus_mitis_0,39.418259,-6.265817
Cercopithecus_mitis_0,36.824539,-1.241873
Cercopithecus_mitis_0,25.233333,0.55
Cercopithecus_mitis_0,25.2,0.5
Cercopithecus_mitis_0,29.448889,-1.184167
Cercopithecus_mitis_0,36.708528,-1.351374
Cercopithecus_mitis_0,29.363,-1.34
Cercopithecus_mitis_0,36.709863,-1.346822
Cercopithecus_mitis_0,29.89897,-0.300114
Cercopithecus_mitis_0,36.776138,-1.337313
Cercopithecus_mitis_0,39.419911,-6.2728
Cercopithecus_mitis_0,35.831913,-3.520001
Cercopithecus_mitis_0,35.799637,-3.455849
Cercopithecus_mitis_0,35.585403,-3.169312
Cercopithecus_mitis_0,35.202942,-1.573594
Cercopithecus_mitis_0,29.103813,-2.447833
Cercopithecus_mitis_0,37.093964,-0.476526
Cercopithecus_mitis_0,34.506683,0.333021
Cercopithecus_mitis_0,37.754517,-3.554541
Cercopithecus_mitis_0,37.236786,-0.205993
Cercopithecus_mitis_0,39.410731,-6.265488
Cercopithecus_mitis_0,36.810868,-1.359842
Cercopithecus_mitis_0,36.717627,-1.35791
Cercopithecus_mitis_0,37.120056,-2.943041
Cercopithecus_mitis_0,37.518654,-3.2281
Cercopithecus_mitis_0,37.41909,-3.268889
Cercopithecus_mitis_0,37.419605,-3.258435
Cercopithecus_mitis_0,37.360725,-3.368115
Cercopithecus_mitis_0,37.357807,-3.170683
Cercopithecus_mitis_0,37.514706,-3.200848
Cercopithecus_mitis_0,37.513588,-3.193221
Cercopithecus_mitis_0,37.343731,-3.211303
Cercopithecus_mitis_0,37.437546,-3.190736
Cercopithecus_mitis_0,37.358665,-3.18388
Cercopithecus_mitis_0,37.440506,-3.187094
Cercopithecus_mitis_0,37.438961,-3.190051
Cercopithecus_mitis_0,37.412567,-3.260492
Cercopithecus_mitis_0,37.518654,-3.219873
Cercopithecus_mitis_0,37.341885,-3.210703
Cercopithecus_mitis_0,37.512047,-3.179081
Cercopithecus_mitis_0,37.440163,-3.193693
Cercopithecus_mitis_0,37.513077,-3.193736
Cercopithecus_mitis_0,37.454536,-3.224072
Cercopithecus_mitis_0,37.236313,-3.166869
Cercopithecus_mitis_0,37.440804,-3.192364
Cercopithecus_mitis_0,37.360725,-3.366744
Cercopithecus_mitis_0,36.719292,-1.36516
Cercopithecus_mitis_0,35.835909,-3.412022
Cercopithecus_mitis_0,35.786776,-3.60061
Cercopithecus_mitis_0,35.562906,-3.152951
Cercopithecus_mitis_0,32.782656,-19.13388
Cercopithecus_mitis_0,29.955891,-23.928537
Cercopithecus_mitis_0,38.629609,-5.101118
Cercopithecus_mitis_0,38.226303,-7.761341
Cercopithecus_mitis_0,37.641254,-7.509705
Cercopithecus_mitis_0,35.303772,-15.358844
Cercopithecus_mitis_0,38.633333,-5.1
Cercopithecus_mitis_0,30.029303,-23.814192
Cercopithecus_mitis_0,32.545564,-28.1377
Cercopithecus_mitis_0,35.830193,-3.397788
Cercopithecus_mitis_0,33.70599,-9.11739
Cercopithecus_mitis_0,38.085823,-7.672205
Cercopithecus_mitis_0,35.748138,-3.565506
Cercopithecus_mitis_0,40.542165,-2.275987
Cercopithecus_mitis_0,36.768561,-1.315075
Cercopithecus_mitis_0,38.715331,-8.09725
Cercopithecus_mitis_0,37.17574,-0.34025
Cercopithecus_mitis_0,34.588565,1.125403
Cercopithecus_mitis_0,40.016429,-3.309701
Cercopithecus_mitis_0,35.576477,-3.173425
Cercopithecus_mitis_0,35.84042,-3.37096
Cercopithecus_mitis_0,29.636985,-22.983682
Cercopithecus_mitis_0,36.781643,-1.338693
Cercopithecus_mitis_0,30.041006,-0.28471
Cercopithecus_mitis_0,35.63663,-3.969125
Cercopithecus_mitis_0,37.686023,-3.307278
Cercopithecus_mitis_0,30.00892,-23.86386
Cercopithecus_mitis_0,32.678648,-18.937818
Cercopithecus_mitis_0,37.001932,-3.01443
Cercopithecus_mitis_0,36.602759,-1.05614
Cercopithecus_mitis_0,29.698792,-1.049822
Cercopithecus_mitis_0,36.812776,-3.245417
Cercopithecus_mitis_0,39.386359,-4.64873
Cercopithecus_mitis_0,39.386353,-4.648604
Cercopithecus_mitis_0,36.838738,-3.37033
Cercopithecus_mitis_0,29.143799,-2.467575
Cercopithecus_mitis_0,35.712902,-3.65213
Cercopithecus_mitis_0,35.821191,-3.387311
Cercopithecus_mitis_0,34.864415,0.237021
Cercopithecus_mitis_0,40.015343,-3.310659
Cercopithecus_mitis_0,35.725939,-3.553337
Cercopithecus_mitis_0,35.833333,-3.5
Cercopithecus_mitis_0,37.301756,-3.120449
Cercopithecus_mitis_0,35.5,-3.3667
Cercopithecus_mitis_0,39.5833,-4.3
Cercopithecus_mitis_0,39.1667,-4.1667
Cercopithecus_mitis_0,13.59,-9.68
Cercopithecus_mitis_0,35.301358,-15.37476
Cercopithecus_mitis_0,32.047119,-28.144659
Cercopithecus_mitis_0,37.359695,-3.049325
Cercopithecus_mitis_0,35.829106,-3.380963
Cercopithecus_mitis_0,35.834632,-3.375155
Cercopithecus_mitis_0,30.006749,-23.818216
Cercopithecus_mitis_0,34.005905,-13.383206
Cercopithecus_mitis_0,36.82813,-1.243672
Cercopithecus_mitis_0,35.740772,-3.649424
Cercopithecus_mitis_0,35.82955,-3.380411
Cercopithecus_mitis_0,35.820859,-3.399964
Cercopithecus_mitis_0,35.733465,-3.667817
Cercopithecus_mitis_0,35.820884,-3.393988
Cercopithecus_mitis_0,35.820842,-3.394106
Cercopithecus_mitis_0,36.375,-0.625
Cercopithecus_mitis_0,39.625,-4.375
Cercopithecus_mitis_0,35.625,0.375
Cercopithecus_mitis_0,38.125,-3.625
Cercopithecus_mitis_0,36.875,-1.125
Cercopithecus_mitis_0,36.625,-1.375
Cercopithecus_mitis_0,36.8147,-1.233133
Cercopithecus_mitis_0,34.875,0.375
Cercopithecus_mitis_0,36.75,-3.25
Cercopithecus_mitis_0,29.976797,-23.797566
Cercopithecus_mitis_0,36.852951,-3.264262
Cercopithecus_mitis_0,35.806178,-3.619059
Cercopithecus_mitis_0,39.875,-3.375
Cercopithecus_mitis_0,36.875,-1.375
Cercopithecus_mitis_0,29.387827,-9.542715
Cercopithecus_mitis_0,36.817338,-1.242403
Cercopithecus_mitis_0,39.204937,-6.782022
Cercopithecus_mitis_0,28.576705,1.400864
Cercopithecus_mitis_0,28.570115,1.401109
Cercopithecus_mitis_0,35.805576,-3.471965
Cercopithecus_mitis_0,30.007469,-23.86423
Cercopithecus_mitis_0,36.906573,-3.295036
Cercopithecus_mitis_0,36.82691,-3.244268
Cercopithecus_mitis_0,32.557579,-28.125257
Cercopithecus_mitis_0,36.926752,-3.302098
Cercopithecus_mitis_0,36.853462,-1.205888
Cercopithecus_mitis_0,35.679482,-3.435947
Cercopithecus_mitis_0,35.839684,-3.371302
Cercopithecus_mitis_0,29.63,-4.63
Cercopithecus_mitis_0,29.2,-2.49
Cercopithecus_mitis_0,29.63,-4.68
Cercopithecus_mitis_0,29.09,-2.45
Cercopithecus_mitis_0,29.2,-2.48
Cercopithecus_mitis_0,29.74,-6.11
Cercopithecus_mitis_0,35.520005,-16.018094
Cercopithecus_mitis_0,35.560131,-3.121746
Cercopithecus_mitis_0,38.2081,-0.0936
Cercopithecus_mitis_0,40.1386,-1.9349
Cercopithecus_mitis_0,37.9825,-0.3096
Cercopithecus_mitis_0,38.19,-0.0881
Cercopithecus_mitis_0,40.5292,-2.5266
Cercopithecus_mitis_0,36.6463,-0.4324
Cercopithecus_mitis_0,38.5858,-0.1723
Cercopithecus_mitis_0,38.1639,-0.1173
Cercopithecus_mitis_0,38.0231,-0.0588
Cercopithecus_mitis_0,37.9393,0.2624
Cercopithecus_mitis_0,37.7027,-0.5721
Cercopithecus_mitis_0,35.811624,-3.449746
Cercopithecus_mitis_0,35.594219,-3.20033
Cercopithecus_mitis_0,36.869897,-3.234798
Cercopithecus_mitis_0,36.913606,-1.208022
Cercopithecus_mitis_0,35.44666,-3.226167
Cercopithecus_mitis_0,32.886864,-26.774263
Cercopithecus_mitis_0,29.747882,-1.009267
Cercopithecus_mitis_0,35.800111,-3.431796
Cercopithecus_mitis_0,39.878483,-3.330056
Cercopithecus_mitis_0,34.78372,-16.221205
Cercopithecus_mitis_0,38.344058,-3.367697
Cercopithecus_mitis_0,37.384534,-3.231471
Cercopithecus_mitis_0,35.59196,-3.302697
Cercopithecus_mitis_0,37.066143,0.101649
Cercopithecus_mitis_0,35.82564,-3.391315
Cercopithecus_mitis_0,35.822915,-3.401753
Cercopithecus_mitis_0,30.712022,-24.938548
Cercopithecus_mitis_0,35.828182,-3.404965
Cercopithecus_mitis_0,36.742101,-3.352872
Cercopithecus_mitis_0,35.89143,-3.573973
Cercopithecus_mitis_0,32.484269,-28.255595
Cercopithecus_mitis_0,34.885053,0.22652
Cercopithecus_mitis_0,30.017782,-23.852117
Cercopithecus_mitis_0,37.355628,-3.067376
Cercopithecus_mitis_0,36.849905,-3.233517
Cercopithecus_mitis_0,36.916479,-3.296504
Cercopithecus_mitis_0,32.102357,-28.79059
Cercopithecus_mitis_0,34.884655,0.22692
Cercopithecus_mitis_0,35.834945,-3.378176
Cercopithecus_mitis_0,35.830386,-3.379565
Cercopithecus_mona_0,6.528708,0.045902
Cercopithecus_mona_0,3.534619,6.438185
Cercopithecus_mona_0,3.948594,6.591946
Cercopithecus_mona_0,3.534098,6.440876
Cercopithecus_mona_0,1.897865,6.407399
Cercopithecus_mona_0,2.40178,6.91266
Cercopithecus_mona_0,4.278592,6.957531
Cercopithecus_mona_0,4.550604,7.751444
Cercopithecus_mona_0,2.615548,6.474116
Cercopithecus_mona_0,2.615368,6.474014
Cercopithecus_mona_0,2.614827,6.473685
Cercopithecus_mona_0,1.737796,9.014633
Cercopithecus_mona_0,2.116667,6.966667
Cercopithecus_mona_0,3.601521,6.458985
Cercopithecus_mona_0,2.433333,6.666667
Cercopithecus_mona_0,2.342032,6.41583
Cercopithecus_mona_0,2.449175,6.675341
Cercopithecus_mona_0,2.116697,6.96667
Cercopithecus_mona_0,2.116692,6.966642
Cercopithecus_mona_0,2.11667,6.966665
Cercopithecus_mona_0,2.116656,6.966665
Cercopithecus_mona_0,2.116671,6.966653
Cercopithecus_mona_0,1.816676,6.281
Cercopithecus_mona_0,1.815989,6.288337
Cercopithecus_mona_0,1.985149,6.375693
Cercopithecus_mona_0,2.264079,6.502932
Cercopithecus_mona_0,1.698158,6.912902
Cercopithecus_mona_0,1.810313,6.282141
Cercopithecus_mona_0,1.806793,6.476891
Cercopithecus_mona_0,2.700774,6.513472
Cercopithecus_mona_0,1.847305,6.51919
Cercopithecus_mona_0,1.740246,6.661023
Cercopithecus_mona_0,2.244976,6.711502
Cercopithecus_mona_0,2.080353,6.654727
Cercopithecus_mona_0,1.644287,6.86439
Cercopithecus_mona_0,1.742961,6.917673
Cercopithecus_mona_0,1.705055,6.854846
Cercopithecus_mona_0,1.761157,6.919633
Cercopithecus_mona_0,2.191579,7.223476
Cercopithecus_mona_0,1.645317,6.870866
Cercopithecus_mona_0,1.635704,6.882455
Cercopithecus_mona_0,1.833058,6.393563
Cercopithecus_mona_0,1.903954,6.398255
Cercopithecus_mona_0,1.678963,6.628456
Cercopithecus_mona_0,1.734882,6.638942
Cercopithecus_mona_0,1.753003,6.892622
Cercopithecus_mona_0,2.671767,6.963717
Cercopithecus_mona_0,2.125403,7.098374
Cercopithecus_mona_0,2.38987,6.952706
Cercopithecus_mona_0,1.869965,6.461199
Cercopithecus_mona_0,1.746718,6.57427
Cercopithecus_mona_0,1.914835,6.657483
Cercopithecus_mona_0,2.024903,6.358076
Cercopithecus_mona_0,1.789112,6.426998
Cercopithecus_mona_0,1.681881,6.660341
Cercopithecus_mona_0,2.262143,6.691555
Cercopithecus_mona_0,1.708489,6.88041
Cercopithecus_mona_0,2.440245,6.678752
Cercopithecus_mona_0,2.6573,10.2197
Cercopithecus_mona_0,1.6549,7.1166
Cercopithecus_mona_0,1.6895,6.9217
Cercopithecus_mona_0,2.6599,6.5337
Cercopithecus_mona_0,2.7239,9.9677
Cercopithecus_mona_0,2.3856,7.203
Cercopithecus_mona_0,2.1347,7.1063
Cercopithecus_mona_0,1.9088,8.1715
Cercopithecus_mona_0,1.91693,6.474586
Cercopithecus_mona_0,9.42002,5.31923
Cercopithecus_mona_0,7.443258,1.6883
Cercopithecus_mona_0,2.616246,9.341077
Cercopithecus_mona_0,2.4744,6.8067
Cercopithecus_mona_0,2.4072,6.9211
Cercopithecus_mona_0,2.7018,6.6863
Cercopithecus_mona_0,2.559,7.4431
Cercopithecus_mona_0,2.526029,9.333489
Cercopithecus_mona_0,2.4048,7.2068
Cercopithecus_mona_0,2.4559,6.8533
Cercopithecus_mona_0,2.7021,6.4871
Cercopithecus_mona_0,2.5564,8.587
Cercopithecus_mona_0,1.738,6.8008
Cercopithecus_mona_0,2.4275,8.49
Cercopithecus_mona_0,2.7048,6.5262
Cercopithecus_mona_0,3.536028,6.435417
Cercopithecus_mona_0,2.612502,8.854231
Cercopithecus_mona_0,2.557318,6.487478
Cercopithecus_mona_0,2.130028,7.065248
Cercopithecus_mona_0,2.166667,6.916667
Cercopithecus_mona_0,1.758022,6.303553
Cercopithecus_mona_0,6.625,0.09055
Cercopithecus_mona_0,1.643919,8.994511
Cercopithecus_mona_0,7.401814,1.696578
Cercopithecus_mona_0,2.158931,6.664319
Cercopithecus_mona_0,6.35,4.916667
Cercopithecus_mona_0,6.383333,5.1
Cercopithecus_mona_0,6.3667,4.5667
Cercopithecus_mona_0,9.88195,3.501915
Cercopithecus_mona_0,9.116667,4.666667
Cercopithecus_mona_0,2.67,10.23
Cercopithecus_mona_0,9.1667,4
Cercopithecus_mona_0,0.97,8.18
Cercopithecus_mona_0,2.8,6.65
Cercopithecus_mona_0,0.73,6.85
Cercopithecus_mona_0,9.3333,4.25
Cercopithecus_mona_0,9.25,4
Cercopithecus_mona_0,9.1667,4.0167
Cercopithecus_mona_0,9,4.0167
Cercopithecus_mona_0,2.615826,6.48028
Cercopithecus_mona_0,2.533333,6.516667
Cercopithecus_mona_0,1.75,6.533
Cercopithecus_mona_0,2,6.5
Cercopithecus_mona_0,2.378444,6.559694
Cercopithecus_mona_0,2.377917,6.598306
Cercopithecus_mona_0,0.1,6.2333
Cercopithecus_mona_0,0.3333,7.5
Cercopithecus_mona_0,0.3333,7.45
Cercopithecus_mona_0,-0.25,6.7
Cercopithecus_mona_0,10.7333,3.2333
Cercopithecus_neglectus_0,29.516571,3.752587
Cercopithecus_neglectus_0,34.722741,1.793561
Cercopithecus_neglectus_0,28.570115,1.401109
Cercopithecus_neglectus_0,14.942322,0.612145
Cercopithecus_neglectus_0,29.518548,3.752453
Cercopithecus_neglectus_0,29.495544,3.793003
Cercopithecus_neglectus_0,29.521537,3.751598
Cercopithecus_neglectus_0,29.512789,3.748045
Cercopithecus_neglectus_0,29.518633,3.750052
Cercopithecus_neglectus_0,29.520266,3.753175
Cercopithecus_neglectus_0,16.192728,2.211233
Cercopithecus_neglectus_0,16.192176,2.211785
Cercopithecus_neglectus_0,35.127334,1.115223
Cercopithecus_neglectus_0,35.126847,1.114972
Cercopithecus_neglectus_0,16.194084,2.209485
Cercopithecus_neglectus_0,16.193016,2.210525
Cercopithecus_neglectus_0,35.00744,1.009127
Cercopithecus_neglectus_0,35.125,1.125
Cercopithecus_neglectus_0,29.526,3.933
Cercopithecus_neglectus_0,16.192902,2.211169
Cercopithecus_neglectus_0,35.107498,1.087307
Cercopithecus_neglectus_0,35.006754,1.008329
Cercopithecus_neglectus_0,23.20493,-4.48926
Cercopithecus_neglectus_0,24.40301,-0.40284
Cercopithecus_neglectus_0,23.431,1.294
Cercopithecus_neglectus_0,35.035229,1.066642
Cercopithecus_neglectus_0,15.65,-2.9
Cercopithecus_neglectus_0,30.0214,0.8054
Cercopithecus_neglectus_0,25.55,0.46667
Cercopithecus_neglectus_0,25.28333,-0.06667
Cercopithecus_neglectus_0,25.2,0.5
Cercopithecus_neglectus_0,25.233333,0.55
Cercopithecus_neglectus_0,19.35,3.03
Cercopithecus_neglectus_0,19.35,2.9667
Cercopithecus_neglectus_0,34.0833,0.4167
Cercopithecus_neglectus_0,34.1,0.4833
Cercopithecus_neglectus_0,35.1667,-0.1667
Cercopithecus_neglectus_0,20.7833,-7.3333
Cercopithecus_neglectus_0,11.9,2.7833
Cercopithecus_neglectus_0,11.96667,2.98333
Cercopithecus_neglectus_0,29.833333,0.666667
Cercopithecus_neglectus_0,24.45,0.766667
Cercopithecus_neglectus_0,29.5,3.75
Cercopithecus_nictitans_0,14.920908,0.621792
Cercopithecus_nictitans_0,11.197912,0.31483
Cercopithecus_nictitans_0,14.882402,0.589644
Cercopithecus_nictitans_0,11.197795,0.3146
Cercopithecus_nictitans_0,11.178052,0.499242
Cercopithecus_nictitans_0,14.700706,0.436853
Cercopithecus_nictitans_0,15.268688,0.747032
Cercopithecus_nictitans_0,14.907373,0.818749
Cercopithecus_nictitans_0,14.846112,0.289983
Cercopithecus_nictitans_0,15.42008,2.451686
Cercopithecus_nictitans_0,11.524806,-0.44116
Cercopithecus_nictitans_0,-8.441165,5.537795
Cercopithecus_nictitans_0,-8.434113,5.567469
Cercopithecus_nictitans_0,-8.546316,5.527898
Cercopithecus_nictitans_0,-8.229601,5.518625
Cercopithecus_nictitans_0,-8.712944,5.351046
Cercopithecus_nictitans_0,-8.688621,5.402182
Cercopithecus_nictitans_0,-8.692446,5.405821
Cercopithecus_nictitans_0,16.193016,2.210525
Cercopithecus_nictitans_0,-8.74006,5.300452
Cercopithecus_nictitans_0,-8.575269,5.477568
Cercopithecus_nictitans_0,-8.191775,5.519235
Cercopithecus_nictitans_0,-8.338758,5.473681
